"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","21","6","1","45.707733","0","89"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","6","1","68.421455","0","130"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","4","1","38.243134","0","67"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","2","2","1","2.178440","0","2"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","6.317618","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","2.818992","0","2"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","598","7","1","1324.169189","0","24857"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","60","7","1","138.297546","0","453"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","60","8","1","143.608444","0","413"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","210","5","1","686.497375","0","3731"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","6","6","1","5.937066","0","6"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","4","1","16.363417","0","50"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","60","8","1","170.534393","0","412"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","2.807516","0","2"
"/ControlRig/M_Manip.M_Manip","24","4","4","1","5.434011","0","7"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","4","1","6.361245","0","7"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","30","9","1","97.926712","0","99"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","5.010076","0","7"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","2.953758","0","2"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","8","1","139.451019","0","646"
