"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","0","60","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","0","26","6","0.000000","0","2"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","0","210","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","0","598","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","0","42","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","0","102","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","0","2","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","24","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","24","0","20","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","0","30","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","15","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","2","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","24","0","4","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","0","28","3","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","0","60","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","0","60","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","0","60","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","26","6","0.000000","0","2"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","0","210","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","598","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","0","42","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","0","102","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","24","8","3","1","13.140361","0","22"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","24","12","1","1","18.229555","0","64"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","24","45","1","1","139.531784","0","584"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","24","45","1","1","135.835403","0","555"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","24","45","1","1","138.596909","0","739"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","24","45","1","1","132.812714","0","468"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","24","45","1","1","135.031158","0","538"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","24","4","4","2","5.658457","0","6"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","24","45","1","1","133.577667","0","513"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","24","45","1","1","133.783310","0","680"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","24","45","1","1","127.429153","0","526"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","24","45","1","1","125.880936","0","743"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","24","45","1","1","118.350273","0","595"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","24","45","1","1","109.200905","0","501"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","24","6","1","1","8.735743","0","26"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","24","6","1","1","7.937800","0","26"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","24","40","1","1","56.969406","0","368"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","24","45","1","1","109.275520","0","546"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","24","8","1","1","11.758250","0","33"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","24","45","1","1","116.862366","0","422"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","24","8","1","1","11.750236","0","43"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","24","45","1","1","111.727257","0","515"
"/Game/StarterContent/Materials/M_Glass.M_Glass","24","32","1","1","45.240322","0","245"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","24","45","1","1","111.690063","0","414"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","24","45","1","1","118.947151","0","498"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","24","45","1","1","109.083252","0","430"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","24","45","1","1","115.690018","0","406"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","24","45","1","1","115.570778","0","571"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","24","10","1","1","15.139344","0","51"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","3.096022","0","3"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","24","60","1","1","150.870514","0","732"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","24","45","1","1","106.076576","0","355"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","24","45","1","1","123.380539","0","474"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","24","45","1","1","121.734657","0","469"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","24","45","1","1","123.224411","0","514"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","24","45","1","1","133.999771","0","534"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","24","45","1","1","147.545395","0","393"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","24","2","2","1","3.107679","0","3"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","24","45","1","1","147.238724","0","479"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","24","45","1","1","135.855148","0","419"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","24","2","2","1","3.095367","0","3"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","24","45","2","1","131.003967","0","501"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","24","51","1","1","141.034302","0","631"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","24","60","5","1","168.615036","0","991"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","24","45","3","1","126.765808","0","505"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","24","45","5","1","125.325745","0","385"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","24","45","9","1","129.128250","0","366"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","24","45","1","1","127.409012","0","438"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","24","60","3","1","169.624023","0","713"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","24","12","4","1","20.022627","0","42"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","24","45","6","1","136.272751","0","320"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","24","32","7","1","62.081013","0","137"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","24","45","8","1","143.777649","0","345"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","24","6","6","1","10.732511","0","11"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","24","45","7","1","141.105270","0","298"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","24","30","9","1","56.122364","0","151"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","24","45","8","1","137.700424","0","427"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","24","45","7","1","123.596992","0","381"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","24","45","9","1","125.506706","0","344"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","24","45","7","1","119.242081","0","321"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","24","45","6","1","143.891815","0","340"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","24","45","7","1","145.150864","0","475"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","24","45","8","1","141.194183","0","335"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","24","45","8","1","142.613907","0","304"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","24","45","6","1","139.280579","0","424"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","24","45","1","1","140.365341","0","290"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","24","45","6","1","136.845245","0","334"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","24","45","7","1","134.581436","0","217"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","24","45","6","1","152.862595","0","223"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","24","45","2","1","146.435333","0","658"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","24","45","6","1","137.485703","0","481"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","24","45","7","1","135.026138","0","493"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","24","45","6","1","133.702896","0","356"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","24","45","7","1","133.799286","0","229"
